ID,Tweet,Affect Dimension,Intensity Class,Intensity,Clean_Tweet_Cased,Clean_Tweet
2017-En-21820,@Rovers what highlights ? I would imagine you will only have 30 seconds of highlights for the whole season so far #shocking. #venkysout,fear,0: no fear can be inferred,0,what highlights ? I would imagine you will only have 30 seconds of highlights for the whole season so far shocking. venkysout,what highlights ? i would imagine you will only have 30 seconds of highlights for the whole season so far shocking. venkysout
2017-En-20079,I'm getting so nervous for my first anatomy exam 😩,fear,3: high amount of fear can be inferred,3,I'm getting so nervous for my first anatomy exam weary_face,i'm getting so nervous for my first anatomy exam weary_face
2017-En-22246,"@01Starblazer 9 -9 vs Atlanta this yr, 2 - 11 vs Rockies and DBacks this yr. That's a combined 11 - 20 vs 3 atrocious teams in NL ",fear,0: no fear can be inferred,0,"9 -9 vs Atlanta this yr, 2 - 11 vs Rockies and DBacks this yr. That's a combined 11 - 20 vs 3 atrocious teams in NL","9 -9 vs atlanta this yr, 2 - 11 vs rockies and dbacks this yr. that's a combined 11 - 20 vs 3 atrocious teams in nl"
2017-En-20615,India wants to #shake #hands with # pakistan ..... but as usual pakistan #cheat with every #indian \n\n..........shameless pakistan,fear,0: no fear can be inferred,0,India wants to shake hands with pakistan ..... but as usual pakistan cheat with every indian \n\n..........shameless pakistan,india wants to shake hands with pakistan ..... but as usual pakistan cheat with every indian \n\n..........shameless pakistan
2017-En-21054,"Jorge deserves it, honestly. He's weak. #revolting #90dayfiance",fear,0: no fear can be inferred,0,"Jorge deserves it, honestly. He's weak. revolting 90dayfiance","jorge deserves it, honestly. he's weak. revolting 90dayfiance"
2017-En-20893,"#bestadvice from a #movienight, pickup the #phone &amp; #start dialing, no1 will knw a #startups #product #service if thy dnt tell the #world",fear,0: no fear can be inferred,0,"bestadvice from a movienight, pickup the phone &amp; start dialing, no1 will knw a startups product service if thy dnt tell the world","bestadvice from a movienight, pickup the phone &amp; start dialing, no1 will knw a startups product service if thy dnt tell the world"
2017-En-20358,I'm such a shy girl🙄,fear,1: low amount of fear can be inferred,1,I'm such a shy girlface_with_rolling_eyes,i'm such a shy girlface_with_rolling_eyes
2017-En-21093,Hey no turn over after a kick - way to go Texans!  Way to go! #Texans  #noheart,fear,0: no fear can be inferred,0,Hey no turn over after a kick - way to go Texans! Way to go! Texans noheart,hey no turn over after a kick - way to go texans! way to go! texans noheart
2017-En-20144,@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a #nightmare!!  #disgusted,fear,2: moderate amount of fear can be inferred,2,car rental you have made realize why I always use !!!! What a nightmare!! disgusted,car rental you have made realize why i always use !!!! what a nightmare!! disgusted
2017-En-21516,"Yall rlly gotta stop lettin bees put fear in ur heart. unless ur allergic, I'm not tryna see u run around from a fuckin bee...chill. u soft.",fear,0: no fear can be inferred,0,"Yall rlly gotta stop lettin bees put fear in ur heart. unless ur allergic, I'm not tryna see u run around from a fuckin bee...chill. u soft.","yall rlly gotta stop lettin bees put fear in ur heart. unless ur allergic, i'm not tryna see u run around from a fuckin bee...chill. u soft."
2017-En-21295,Time for some despair #SDR3 #despair #fuckthisanime,fear,3: high amount of fear can be inferred,3,Time for some despair SDR3 despair fuckthisanime,time for some despair sdr3 despair fuckthisanime
2017-En-21406,Multitasking .... I may have to induce these seeds of mine to sleep. ,fear,0: no fear can be inferred,0,Multitasking .... I may have to induce these seeds of mine to sleep.,multitasking .... i may have to induce these seeds of mine to sleep.
2017-En-20223,@officialShaky 'Operation Echoes' is gathering momentum ... #tense  #feelsick #excited,fear,1: low amount of fear can be inferred,1,'Operation Echoes' is gathering momentum ... tense feelsick excited,'operation echoes' is gathering momentum ... tense feelsick excited
2017-En-20898,Huns are like a box of coffee revels #horrible,fear,0: no fear can be inferred,0,Huns are like a box of coffee revels horrible,huns are like a box of coffee revels horrible
2017-En-20652,@PatBlanchfield so you mean “like Uber but for despair for someone other than the driver',fear,0: no fear can be inferred,0,so you mean “like Uber but for despair for someone other than the driver',so you mean “like uber but for despair for someone other than the driver'
2017-En-22052,Worry makes you look at the problem and God makes you look at the promise. #problem #promise #worry #fear #faith #God #theanswer #spiritu...,fear,0: no fear can be inferred,0,Worry makes you look at the problem and God makes you look at the promise. problem promise worry fear faith God theanswer spiritu...,worry makes you look at the problem and god makes you look at the promise. problem promise worry fear faith god theanswer spiritu...
2017-En-21463,sai manakgupta \n\nWhat about brutality by #Indian Army In #Kashmir ? isnt it terrorism ?\nIndia should accept precondition of #FreeKashmir fi…,fear,0: no fear can be inferred,0,sai manakgupta \n\nWhat about brutality by Indian Army In Kashmir ? isnt it terrorism ?\nIndia should accept precondition of FreeKashmir fi…,sai manakgupta \n\nwhat about brutality by indian army in kashmir ? isnt it terrorism ?\nindia should accept precondition of freekashmir fi…
2017-En-20408,"@tylerhower Covering Milo might make sense—not much, even at that—but celebrating him as puckish is cooperation in something ghastly.",fear,0: no fear can be inferred,0,"Covering Milo might make sense—not much, even at that—but celebrating him as puckish is cooperation in something ghastly.","covering milo might make sense—not much, even at that—but celebrating him as puckish is cooperation in something ghastly."
2017-En-20924,#Trends thread;'P)..it was in my #drafts&amp;now #posted 2 mins after my #birthday..so #close:'O!:''/...but anyway it #really was the #start of,fear,0: no fear can be inferred,0,Trends thread;'P)..it was in my drafts&amp;now posted 2 mins after my birthday..so close'O!''/...but anyway it really was the start of,trends thread;'p)..it was in my drafts&amp;now posted 2 mins after my birthday..so close'o!''/...but anyway it really was the start of
2017-En-21039,Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle  #dosomething #success,fear,0: no fear can be inferred,0,Action is the foundational key to all success ~Pablo Picasso inspiring quote action hustle dosomething success,action is the foundational key to all success ~pablo picasso inspiring quote action hustle dosomething success
2017-En-20290,"When your body says FUCK YOU BITCH, You ain't sleeping\n#sleep #cantsleep #drained #restless",fear,1: low amount of fear can be inferred,1,"When your body says FUCK YOU BITCH, You ain't sleeping\nsleep cantsleep drained restless","when your body says fuck you bitch, you ain't sleeping\nsleep cantsleep drained restless"
2017-En-20006,I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM #fear #SingleGirlProblems,fear,3: high amount of fear can be inferred,3,I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM fear SingleGirlProblems,i have to finally tell my therapist about my sexuality ... last frontier ... not sure i can do it in the am fear singlegirlproblems
2017-En-20157,It's 5:55am. I'm hungry but there is no food. #panic,fear,2: moderate amount of fear can be inferred,2,It's 555am. I'm hungry but there is no food. panic,it's 555am. i'm hungry but there is no food. panic
2017-En-21110,@FraserKeegan just had a steak pie supper #tremendous,fear,0: no fear can be inferred,0,just had a steak pie supper tremendous,just had a steak pie supper tremendous
2017-En-20817,Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable ,fear,0: no fear can be inferred,0,Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable,why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable
2017-En-22124,#soywax limited edition horror candles going up @scentedscreams! Follow us for all the latest news!! ,fear,0: no fear can be inferred,0,soywax limited edition horror candles going up ! Follow us for all the latest news!!,soywax limited edition horror candles going up ! follow us for all the latest news!!
2017-En-21380,"#Determine to #start putting the Word in your #heart #consistently. Every day a #line here, a line there--a tape here, a #tape there 💨",fear,0: no fear can be inferred,0,"Determine to start putting the Word in your heart consistently. Every day a line here, a line there--a tape here, a tape there dashing_away","determine to start putting the word in your heart consistently. every day a line here, a line there--a tape here, a tape there dashing_away"
2017-En-21643,#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the #fear,fear,1: low amount of fear can be inferred,1,ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the fear,ahs6 every 5 minutes i've been saying 'nope nope i'd be gone by now.' 'move' or 'gtfo' so thank you for the fear
2017-En-21102,Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited ,fear,0: no fear can be inferred,0,Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! excited,ready for my sweet princess to arrive. i'll he 37 weeks this saturday! excited
2017-En-22131,@YahooFantasy update may have been the worst mistake of my day ,fear,0: no fear can be inferred,0,update may have been the worst mistake of my day,update may have been the worst mistake of my day
2017-En-22035,"I'm mad at the injustice, so I'm going to smash my neighbours windows'.  Makes perfect sense.  #CharlotteProtest #terrible",fear,0: no fear can be inferred,0,"I'm mad at the injustice, so I'm going to smash my neighbours windows'. Makes perfect sense. CharlotteProtest terrible","i'm mad at the injustice, so i'm going to smash my neighbours windows'. makes perfect sense. charlotteprotest terrible"
2017-En-21998,"Somewhere I rd a rpt tht Pakis wr afraid of TSD &amp; asked it 2 shut dn. Congis obliged &amp; exposed it,hounded them.time to revive. #BadlaofUri",fear,0: no fear can be inferred,0,"Somewhere I rd a rpt tht Pakis wr afraid of TSD &amp; asked it 2 shut dn. Congis obliged &amp; exposed it,hounded them.time to revive. BadlaofUri","somewhere i rd a rpt tht pakis wr afraid of tsd &amp; asked it 2 shut dn. congis obliged &amp; exposed it,hounded them.time to revive. badlaofuri"
2017-En-20504,@ChrisChristie You have no Police credentials-You were a litigator. Nothing more-No Experience. #Sad #TrumpPuppet #Felon  #jersey4sale,fear,0: no fear can be inferred,0,You have no Police credentials-You were a litigator. Nothing more-No Experience. Sad TrumpPuppet Felon jersey4sale,you have no police credentials-you were a litigator. nothing more-no experience. sad trumppuppet felon jersey4sale
2017-En-22183,The Pats are awesome. Belichick is awesome ...they just are. ,fear,0: no fear can be inferred,0,The Pats are awesome. Belichick is awesome ...they just are.,the pats are awesome. belichick is awesome ...they just are.
2017-En-21611,"don't #worry, earthlings\ni'm not real..\n..OR AM I?",fear,0: no fear can be inferred,0,"don't worry, earthlings\ni'm not real..\n..OR AM I?","don't worry, earthlings\ni'm not real..\n..or am i?"
2017-En-21376,The majority of my clients have family/ partner/ day job/ life AND write their beautiful books. #awe #gratitude #HARDwork,fear,0: no fear can be inferred,0,The majority of my clients have family/ partner/ day job/ life AND write their beautiful books. awe gratitude HARDwork,the majority of my clients have family/ partner/ day job/ life and write their beautiful books. awe gratitude hardwork
2017-En-21593,"@ctp It's daunting trying to follow Swift news/trends, and facing mind-shattering patterns/terms left and right. I'm trying to adopt gently.",fear,0: no fear can be inferred,0,"It's daunting trying to follow Swift news/trends, and facing mind-shattering patterns/terms left and right. I'm trying to adopt gently.","it's daunting trying to follow swift news/trends, and facing mind-shattering patterns/terms left and right. i'm trying to adopt gently."
2017-En-20951,@AlanAlanconway Same it's good but not great.Don't Breathe is the horror film of the month for me. My Fav horror film of the year (so far),fear,0: no fear can be inferred,0,Same it's good but not great.Don't Breathe is the horror film of the month for me. My Fav horror film of the year (so far),same it's good but not great.don't breathe is the horror film of the month for me. my fav horror film of the year (so far)
2017-En-20159,"@AllyTheRipper @ProoF @SpaitoGaming every horror movie that frightened me as a child i.e. 'IT', Halloween movies all of them, nightmare on..",fear,2: moderate amount of fear can be inferred,2,"every horror movie that frightened me as a child i.e. 'IT', Halloween movies all of them, nightmare on..","every horror movie that frightened me as a child i.e. 'it', halloween movies all of them, nightmare on.."
2017-En-21733,On the last episode of #MakingAMurderer poor Brendan glad they #appeal it  #crime #documentary #reallife,fear,0: no fear can be inferred,0,On the last episode of MakingAMurderer poor Brendan glad they appeal it crime documentary reallife,on the last episode of makingamurderer poor brendan glad they appeal it crime documentary reallife
2017-En-20916,Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch ,fear,0: no fear can be inferred,0,Unruly kids at 8am in the morning nothanks ripping the flower beds up by the roots while their parents watch,unruly kids at 8am in the morning nothanks ripping the flower beds up by the roots while their parents watch
2017-En-22205,@_Hallospaceboy_ @DailyGrindhouse  I respect when someone can give a second chance to a movie they aren't a fan of. Why #horror is diverse.,fear,0: no fear can be inferred,0,I respect when someone can give a second chance to a movie they aren't a fan of. Why horror is diverse.,i respect when someone can give a second chance to a movie they aren't a fan of. why horror is diverse.
2017-En-21400,@zorefx you guys will see what i did in the next video but its fucking horrid,fear,1: low amount of fear can be inferred,1,you guys will see what i did in the next video but its fucking horrid,you guys will see what i did in the next video but its fucking horrid
2017-En-20267,"Rooney ! Oh dear, oh dear ! Fucking dreadful 🙈⚽️⚽️",fear,1: low amount of fear can be inferred,1,"Rooney ! Oh dear, oh dear ! Fucking dreadful see-no-evil_monkeysoccer_ballsoccer_ball","rooney ! oh dear, oh dear ! fucking dreadful see-no-evil_monkeysoccer_ballsoccer_ball"
2017-En-20103,"A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @BanKimoon_amdg",fear,2: moderate amount of fear can be inferred,2,"A country that gave safe house to Osama Bin Laden is dangerous if not contained. Pakistan is a terror heaven, declare so","a country that gave safe house to osama bin laden is dangerous if not contained. pakistan is a terror heaven, declare so"
2017-En-22195,My roommate: it's okay that we can't spell because we have autocorrect. #terrible #firstworldprobs,fear,0: no fear can be inferred,0,My roommate it's okay that we can't spell because we have autocorrect. terrible firstworldprobs,my roommate it's okay that we can't spell because we have autocorrect. terrible firstworldprobs
2017-En-21725,Need good vibes for my doctors appointment tomorrow! #nervous,fear,3: high amount of fear can be inferred,3,Need good vibes for my doctors appointment tomorrow! nervous,need good vibes for my doctors appointment tomorrow! nervous
2017-En-20569,"@_jamiebraidwood haha, horrific is all that needs to be said. Glad I'm away to Spain on Sat so missing game 🍹🍕🍺☉☉",fear,0: no fear can be inferred,0,"haha, horrific is all that needs to be said. Glad I'm away to Spain on Sat so missing game tropical_drinkpizzabeer_mug☉☉","haha, horrific is all that needs to be said. glad i'm away to spain on sat so missing game tropical_drinkpizzabeer_mug☉☉"
2017-En-21800,"#Pakistan is ‘terrorist state’, carries out #war crimes: #India to @UN.\n #UNGA  #UN",fear,1: low amount of fear can be inferred,1,"Pakistan is ‘terrorist state’, carries out war crimes India to .\n UNGA UN","pakistan is ‘terrorist state’, carries out war crimes india to .\n unga un"
2017-En-20264,Set n alarm '@Innocentia_T: I wanna nap but I'm scared I'll wake up tomorrow .',fear,1: low amount of fear can be inferred,1,Set n alarm ' I wanna nap but I'm scared I'll wake up tomorrow .',set n alarm ' i wanna nap but i'm scared i'll wake up tomorrow .'
2017-En-22129,"Idk why but this Time around its so hard that it hurts, I already miss them all so much #silly #family #friends ",fear,1: low amount of fear can be inferred,1,"Idk why but this Time around its so hard that it hurts, I already miss them all so much silly family friends","idk why but this time around its so hard that it hurts, i already miss them all so much silly family friends"
2017-En-20516,#hillaryclinton and their followers are #nervous of a #BernieSanders #millennials saying yes to a #woman #POTUS  #JillStein  not #warmonger,fear,0: no fear can be inferred,0,hillaryclinton and their followers are nervous of a BernieSanders millennials saying yes to a woman POTUS JillStein not warmonger,hillaryclinton and their followers are nervous of a berniesanders millennials saying yes to a woman potus jillstein not warmonger
2017-En-20805,".@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching  #courage",fear,0: no fear can be inferred,0,". love it! so true. As taught me, fear can be an illusion. coaching courage",". love it! so true. as taught me, fear can be an illusion. coaching courage"
2017-En-20620,"@David_Stepp Any other election, fine vote 3rd party as useless as it is but not this one. I hesitate to say it'd be selfish but...",fear,0: no fear can be inferred,0,"Any other election, fine vote 3rd party as useless as it is but not this one. I hesitate to say it'd be selfish but...","any other election, fine vote 3rd party as useless as it is but not this one. i hesitate to say it'd be selfish but..."
2017-En-21157,There goes the butterflies in my stomach.  #anxietyproblems,fear,2: moderate amount of fear can be inferred,2,There goes the butterflies in my stomach. anxietyproblems,there goes the butterflies in my stomach. anxietyproblems
2017-En-21700,Val downing a bottle of vodka there to stop her from shaking! #GBBO,fear,1: low amount of fear can be inferred,1,Val downing a bottle of vodka there to stop her from shaking! GBBO,val downing a bottle of vodka there to stop her from shaking! gbbo
2017-En-21741,@pronounced_ing However I am pretty sure my over excitement did not help your bullet journal fright. 🙃,fear,0: no fear can be inferred,0,However I am pretty sure my over excitement did not help your bullet journal fright. upside-down_face,however i am pretty sure my over excitement did not help your bullet journal fright. upside-down_face
2017-En-20320,@carlybigelow13 first you take the room now you wanna beat me up #bully,fear,1: low amount of fear can be inferred,1,first you take the room now you wanna beat me up bully,first you take the room now you wanna beat me up bully
2017-En-21497,@Briardpup @dogworldnews Did they get the wrong fur Pal? #shocking 😱,fear,0: no fear can be inferred,0,Did they get the wrong fur Pal? shocking face_screaming_in_fear,did they get the wrong fur pal? shocking face_screaming_in_fear
2017-En-21289,@RussiaInsider Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4 ,fear,0: no fear can be inferred,0,Really sad &amp; surprising. 1 side Russia fighting against IS &amp; on the other supporting Pak which is epic centre 4,really sad &amp; surprising. 1 side russia fighting against is &amp; on the other supporting pak which is epic centre 4
2017-En-20517,"@obyezeks \nWe can't forget d past.But while we apprehend and punish d culprits of the past,are we going to allow d present to slip away?",fear,0: no fear can be inferred,0,"\nWe can't forget d past.But while we apprehend and punish d culprits of the past,are we going to allow d present to slip away?","\nwe can't forget d past.but while we apprehend and punish d culprits of the past,are we going to allow d present to slip away?"
2017-En-20956,@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses?  #solate,fear,0: no fear can be inferred,0,some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses? solate,some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses? solate
2017-En-20039,@RosieBalls I fear for the future of mankind,fear,3: high amount of fear can be inferred,3,I fear for the future of mankind,i fear for the future of mankind
2017-En-20449,"Approaching #terrorism from an anti-racism POV is futile, instead promote prejudice towards racism. That way we are all on the battlefield.",fear,0: no fear can be inferred,0,"Approaching terrorism from an anti-racism POV is futile, instead promote prejudice towards racism. That way we are all on the battlefield.","approaching terrorism from an anti-racism pov is futile, instead promote prejudice towards racism. that way we are all on the battlefield."
2017-En-21824,"@eliroth ya know I love ya man, but #TheGreenInferno really fucked with my head....(giggle)..do it again.#epic #horror #ineedtherapy",fear,0: no fear can be inferred,0,"ya know I love ya man, but TheGreenInferno really fucked with my head....(giggle)..do it again.epic horror ineedtherapy","ya know i love ya man, but thegreeninferno really fucked with my head....(giggle)..do it again.epic horror ineedtherapy"
2017-En-20960,"Regardless of your age or station in life, it all comes down to one simple truth: you just have to #start. - Jon Acuff #inspiring #quote",fear,0: no fear can be inferred,0,"Regardless of your age or station in life, it all comes down to one simple truth you just have to start. - Jon Acuff inspiring quote","regardless of your age or station in life, it all comes down to one simple truth you just have to start. - jon acuff inspiring quote"
2017-En-20458,Excited and nervous for Tuesday,fear,0: no fear can be inferred,0,Excited and nervous for Tuesday,excited and nervous for tuesday
2017-En-21674,A nation with a large part of the population living in #fear  of the police is neither #great nor #free  - it's actually a #fascist  nation,fear,2: moderate amount of fear can be inferred,2,A nation with a large part of the population living in fear of the police is neither great nor free - it's actually a fascist nation,a nation with a large part of the population living in fear of the police is neither great nor free - it's actually a fascist nation
2017-En-21016,"@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk  #residentadvisor #poorservice",fear,0: no fear can be inferred,0,"thanks for getting back to me, exemplary customer service for a loyal customer jk residentadvisor poorservice","thanks for getting back to me, exemplary customer service for a loyal customer jk residentadvisor poorservice"
2017-En-21378,@ibishotelsuk @ibisHotels_FR @ibishotelbr @ibishotel @ibishotelBDG @ibishotel1 to give me my keys back. They aren't for my house! #shocking,fear,1: low amount of fear can be inferred,1,to give me my keys back. They aren't for my house! shocking,to give me my keys back. they aren't for my house! shocking
2017-En-21074,".@REDBLACKS’ Chris Williams: 5 yards shy of joining 1,000-yard club. Bowman (1,279), Walker (1,168) &amp; Roosevelt (1,095) already there. #CFL",fear,0: no fear can be inferred,0,".’ Chris Williams 5 yards shy of joining 1,000-yard club. Bowman (1,279), Walker (1,168) &amp; Roosevelt (1,095) already there. CFL",".’ chris williams 5 yards shy of joining 1,000-yard club. bowman (1,279), walker (1,168) &amp; roosevelt (1,095) already there. cfl"
2017-En-21921,On my life I'll never understand why anyone would pay money to see @LifeOfDesiigner ,fear,0: no fear can be inferred,0,On my life I'll never understand why anyone would pay money to see,on my life i'll never understand why anyone would pay money to see
2017-En-20113,I dread math 😴,fear,2: moderate amount of fear can be inferred,2,I dread math sleeping_face,i dread math sleeping_face
2017-En-20246,Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better.,fear,1: low amount of fear can be inferred,1,Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better.,some questions you get on twitter make you want to despair. we've been so battered. we complain but aren't convinced things could be better.
2017-En-21695,@therealkers awe I miss your sweet smile! Come visit me and @ciara_wilson26 sometime when we're not all working😅😩,fear,0: no fear can be inferred,0,awe I miss your sweet smile! Come visit me and sometime when we're not all workinggrinning_face_with_sweatweary_face,awe i miss your sweet smile! come visit me and sometime when we're not all workinggrinning_face_with_sweatweary_face
2017-En-21971,@SenatorReid @HillaryClinton @DanEggenWPost @realDonaldTrump Even the painting is orange!  #terrible #Election2016,fear,0: no fear can be inferred,0,Even the painting is orange! terrible Election2016,even the painting is orange! terrible election2016
2017-En-20972,Fewer and fewer good horror offerings from Hollywood every year. Or have I just gotten too old for this shit?,fear,0: no fear can be inferred,0,Fewer and fewer good horror offerings from Hollywood every year. Or have I just gotten too old for this shit?,fewer and fewer good horror offerings from hollywood every year. or have i just gotten too old for this shit?
2017-En-20927,To com sede de milk shake,fear,0: no fear can be inferred,0,To com sede de milk shake,to com sede de milk shake
2017-En-21569,"@AnsarAAbbasi John Kerry fckd u,chief justiceofpak made the statement publicly about party supporting terror what else u need#terrorstatepak",fear,2: moderate amount of fear can be inferred,2,"John Kerry fckd u,chief justiceofpak made the statement publicly about party supporting terror what else u needterrorstatepak","john kerry fckd u,chief justiceofpak made the statement publicly about party supporting terror what else u needterrorstatepak"
2017-En-22085,"Does anyone know, are both Sims in a dual sim phone both locked to the same network! ",fear,0: no fear can be inferred,0,"Does anyone know, are both Sims in a dual sim phone both locked to the same network!","does anyone know, are both sims in a dual sim phone both locked to the same network!"
2017-En-20213,Nawaz Sharif's UN should start #सत्य_बोध_यात्रा as after all his #UNGA speech has awaken the world about their role in sponsoring #terrorism,fear,1: low amount of fear can be inferred,1,Nawaz Sharif's UN should start सत्य_बोध_यात्रा as after all his UNGA speech has awaken the world about their role in sponsoring terrorism,nawaz sharif's un should start सत्य_बोध_यात्रा as after all his unga speech has awaken the world about their role in sponsoring terrorism
2017-En-20582,It is more shameful to distrust our friends than to be deceived by them,fear,0: no fear can be inferred,0,It is more shameful to distrust our friends than to be deceived by them,it is more shameful to distrust our friends than to be deceived by them
2017-En-20190,induction day tomorrow for pizza express #nervous,fear,2: moderate amount of fear can be inferred,2,induction day tomorrow for pizza express nervous,induction day tomorrow for pizza express nervous
2017-En-21012,"And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is ",fear,0: no fear can be inferred,0,"And I would advise that everyone wait to watch ,or actually don't wait, just don't even watch it because it is","and i would advise that everyone wait to watch ,or actually don't wait, just don't even watch it because it is"
2017-En-20245,"Tired of people pretending Islam isn't one of the most misogynistic religions, it's no coincidence Muslim countries are terrible for women.",fear,1: low amount of fear can be inferred,1,"Tired of people pretending Islam isn't one of the most misogynistic religions, it's no coincidence Muslim countries are terrible for women.","tired of people pretending islam isn't one of the most misogynistic religions, it's no coincidence muslim countries are terrible for women."
2017-En-21435,Why is it so windy? So glad I didn't ride my bike. #fear #wind,fear,3: high amount of fear can be inferred,3,Why is it so windy? So glad I didn't ride my bike. fear wind,why is it so windy? so glad i didn't ride my bike. fear wind
2017-En-21432,shy glizzy - ride 4 u🎧,fear,0: no fear can be inferred,0,shy glizzy - ride 4 uheadphone,shy glizzy - ride 4 uheadphone
2017-En-21340,I hate freaking out and ruining things. ,fear,2: moderate amount of fear can be inferred,2,I hate freaking out and ruining things.,i hate freaking out and ruining things.
2017-En-20384,"@komaebun He just has that way of thinking, he wants absolute hope born from absolute despair.",fear,1: low amount of fear can be inferred,1,"He just has that way of thinking, he wants absolute hope born from absolute despair.","he just has that way of thinking, he wants absolute hope born from absolute despair."
2017-En-21222,Thanks for ripping me off again #Luthansa €400 not enough for a one way flight to man from Frk then €30 for a bag then free at gate ,fear,0: no fear can be inferred,0,Thanks for ripping me off again Luthansa €400 not enough for a one way flight to man from Frk then €30 for a bag then free at gate,thanks for ripping me off again luthansa €400 not enough for a one way flight to man from frk then €30 for a bag then free at gate
2017-En-22125,#soywax limited edition horror candles going up @scentedscreams! Follow us for all the latest news!! #horror,fear,0: no fear can be inferred,0,soywax limited edition horror candles going up ! Follow us for all the latest news!! horror,soywax limited edition horror candles going up ! follow us for all the latest news!! horror
2017-En-21524,What's up Cowboys? #horrible,fear,0: no fear can be inferred,0,What's up Cowboys? horrible,what's up cowboys? horrible
2017-En-20500,"I hate that if I don't start the conversation, there won't be one.",fear,0: no fear can be inferred,0,"I hate that if I don't start the conversation, there won't be one.","i hate that if i don't start the conversation, there won't be one."
2017-En-21727,I'm just tryna watch horror movies and nap all day,fear,0: no fear can be inferred,0,I'm just tryna watch horror movies and nap all day,i'm just tryna watch horror movies and nap all day
2017-En-20564,"3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys?  #customerservice #2hour #waittime",fear,0: no fear can be inferred,0,"3 tmobile stores, original note7 customer and zero results... What's going on guys? customerservice 2hour waittime","3 tmobile stores, original note7 customer and zero results... what's going on guys? customerservice 2hour waittime"
2017-En-20994,It's better to be wetter than it is to be dry' jesus christ Val don't be shy hen 😂😂 #GBBO,fear,0: no fear can be inferred,0,It's better to be wetter than it is to be dry' jesus christ Val don't be shy hen face_with_tears_of_joyface_with_tears_of_joy GBBO,it's better to be wetter than it is to be dry' jesus christ val don't be shy hen face_with_tears_of_joyface_with_tears_of_joy gbbo
2017-En-22235,"don't worry mary berry, my banter is as dry as old boots x",fear,0: no fear can be inferred,0,"don't worry mary berry, my banter is as dry as old boots x","don't worry mary berry, my banter is as dry as old boots x"
2017-En-21545,@sphiwememela...its bad.I am fearing for my life🙏,fear,3: high amount of fear can be inferred,3,...its bad.I am fearing for my lifefolded_hands,...its bad.i am fearing for my lifefolded_hands
2017-En-21984,Let's refuse to live in #fear - #sotoventures,fear,0: no fear can be inferred,0,Let's refuse to live in fear - sotoventures,let's refuse to live in fear - sotoventures
2017-En-20493,"@tbergg1 mine are good rn, gonna be horrid after next week",fear,0: no fear can be inferred,0,"mine are good rn, gonna be horrid after next week","mine are good rn, gonna be horrid after next week"
2017-En-20110,hi my names anxiety and i have shaun,fear,2: moderate amount of fear can be inferred,2,hi my names anxiety and i have shaun,hi my names anxiety and i have shaun
2017-En-22053,@SEPTA 45 minutes late &amp; counting! #horrible CTT Service sucks!,fear,0: no fear can be inferred,0,45 minutes late &amp; counting! horrible CTT Service sucks!,45 minutes late &amp; counting! horrible ctt service sucks!
2017-En-20879,How I Murdered Your Mother #SpookyTv ,fear,0: no fear can be inferred,0,How I Murdered Your Mother SpookyTv,how i murdered your mother spookytv
2017-En-22224,today afghanistan tell us where the terrorism is planned whaaaooo#UNGA,fear,2: moderate amount of fear can be inferred,2,today afghanistan tell us where the terrorism is planned whaaaoooUNGA,today afghanistan tell us where the terrorism is planned whaaaooounga
2017-En-20513,"@AnneMarieIAm Heard #alarm 1. time in Germany today #youFM, TG finally .. and far far too late. Germany always late w UK artists!!😡😠",fear,0: no fear can be inferred,0,"Heard alarm 1. time in Germany today youFM, TG finally .. and far far too late. Germany always late w UK artists!!pouting_faceangry_face","heard alarm 1. time in germany today youfm, tg finally .. and far far too late. germany always late w uk artists!!pouting_faceangry_face"
